Date,Shift,Felt Temp,Temp,Weather,CC,Wind,Ground,Visibility,NV,rain,evaporation,mud
2000-05-12,Morning,Chilly (1),5 C⁰,Passing clouds,25%,Light Breezeˡ from NE,"Medium mud",—,X,0.0,3,-3.0
2000-05-12,Day,Chilly (1),10 C⁰,Clear,0%,Light Breezeˡ from N,"Light mud",—,X,0.0,3,-3.0
2000-05-12,Evening,Chilly (1),0 C⁰,Clear,0%,Calmˢ from NE,"Frozen light mud, frozen shallow",10 hexes (-1),—,0.0,0,-1.0
2000-05-13,Night,Freezing (2),-5 C⁰,Clear,0%,Calmˢ from NW,"Frozen light mud, frozen shallow",10 hexes (-1),—,0.0,0,-3.0
2000-05-13,Morning,Chilly (1),5 C⁰,Clear,0%,Calmˢ from S,"Light mud, frozen shallow",—,X,0.0,2,1.0
2000-05-13,Day,Chilly (1),10 C⁰,Clear,0%,Calmˢ from NW,"Puddles",—,X,0.0,4,-3.0
2000-05-13,Evening,Chilly (1),5 C⁰,Clear,0%,Calmˢ from NW,—,10 hexes (-1),—,0.0,2,-2.0
2000-05-14,Night,Chilly (1),0 C⁰,Passing clouds,25%,Calmˢ from NW,"Frozen shallow",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-05-14,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from NW,—,—,X,0.0,4,-4.0
2000-05-14,Day,Mild,20 C⁰,Broken clouds,75%,Light Breezeˡ from N,—,—,X,0.0,6,-6.0
2000-05-14,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from N,—,10 (-1)  |  5 (-2),—,0.0,3,-3.0
2000-05-15,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NW,—,10 (-1)  |  5 (-2),—,0.0,0,0.0
2000-05-15,Morning,Mild,15 C⁰,Clear,0%,Calmˢ from SW,—,—,X,0.0,5,-5.0
2000-05-15,Day,Comfy,20 C⁰,Clear,0%,Calmˢ from NW,—,—,X,0.0,9,-9.0
2000-05-15,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from NW,—,10 hexes (-1),—,0.0,3,-3.0
2000-05-16,Night,Chilly (1),5 C⁰,Clear,0%,Calmˡ,—,10 hexes (-1),—,0.0,0,0.0
2000-05-16,Morning,Comfy,20 C⁰,Clear,0%,Calmˢ from NW,—,—,X,0.0,6,-6.0
2000-05-16,Day,Comfy,25 C⁰,Clear,0%,Calmˢ from N,—,—,X,0.0,10,-10.0
2000-05-16,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from S,—,10 hexes (-1),—,0.0,4,-4.0
2000-05-17,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,—,10 hexes (-1),—,0.0,1,-1.0
2000-05-17,Morning,Warm,20 C⁰,Passing clouds,25%,Calmˢ from S,—,—,X,0.0,7,-7.0
2000-05-17,Day,Warm,25 C⁰,Scattered clouds,50%,Calmˢ from S,"Puddles",—,X,0.22,10,0.22
2000-05-17,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˢ from S,—,15 (-1)  |  10 (-1),—,0.0,4,-4.0
2000-05-18,Night,Mild,10 C⁰,Clear,0%,Calmˢ from SW,—,15 hexes (-1),—,0.0,2,-2.0
2000-05-18,Morning,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from NW,"Puddles",—,X,0.65999997,5,0.65999997
2000-05-18,Day,Comfy,20 C⁰,Scattered clouds,50%,Calmˡ,"Light mud",—,X,2.5700002,5,2.5700002
2000-05-18,Evening,Chilly (1),10 C⁰,Moderate rain,100%,Calmˡ,"Medium mud",5 hexes (-2),3 km,10.2,1,10.2
2000-05-19,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",10 hexes (-1),—,0.21,0,0.21
2000-05-19,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.0,1,-1.0
2000-05-19,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.0,2,-2.0
2000-05-19,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",10 hexes (-1),—,0.55,0,0.55
2000-05-20,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",10 (-1)  |  15 (-1),—,0.83000004,0,0.83000004
2000-05-20,Morning,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",—,X,0.29,2,0.29
2000-05-20,Day,Mild,10 C⁰,Overcast,100%,Calmˡ,"Medium mud",—,X,0.0,2,-2.0
2000-05-20,Evening,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",5 hexes (-2),—,0.32999998,0,0.32999998
2000-05-21,Night,Chilly (1),5 C⁰,Light rain,100%,Calmˢ from NW,"Medium mud",3 hexes (-3),—,1.95,0,1.95
2000-05-21,Morning,Chilly (1),5 C⁰,Light rain,100%,Calmˢ from NW,"Medium mud",—,X,3.12,0,3.12
2000-05-21,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Medium mud",—,X,0.6,1,0.6
2000-05-21,Evening,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.12,0,0.12
2000-05-22,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.0,0,0.0
2000-05-22,Morning,Mild,10 C⁰,Scattered clouds,50%,Calmˡ,"Medium mud",—,X,0.0,2,-2.0
2000-05-22,Day,Mild,15 C⁰,Overcast,100%,Calmˡ,"Medium mud",—,X,0.0,4,-4.0
2000-05-22,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Light mud",5 hexes (-2),—,0.0,2,-2.0
2000-05-23,Night,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from N,"Light mud",5 hexes (-2),—,0.11,0,0.11
2000-05-23,Morning,Mild,10 C⁰,Overcast,100%,Calmˢ from SE,"Light mud",—,X,0.0,3,-3.0
2000-05-23,Day,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from NW,"Puddles",—,X,0.0,4,-4.0
2000-05-23,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from N,"Puddles",10 (-1)  |  5 (-2),—,0.0,1,-1.0
2000-05-24,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˡ,"Puddles",5 (-2)  |  10 (-1),—,0.0,0,0.0
2000-05-24,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Puddles",—,X,0.22999999,3,0.22999999
2000-05-24,Day,Mild,15 C⁰,Overcast,100%,Calmˡ,—,—,X,0.0,5,-5.0
2000-05-24,Evening,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from S,—,5 (-2)  |  10 (-1),—,0.0,2,-2.0
2000-05-25,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from S,—,5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-05-25,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from S,—,—,X,0.0,4,-4.0
2000-05-25,Day,Comfy,20 C⁰,Overcast,100%,Calmˢ from S,—,—,X,0.0,6,-6.0
2000-05-25,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˢ from S,—,5 (-2)  |  10 (-1),—,0.0,3,-3.0
2000-05-26,Night,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Puddles",5 hexes (-2),—,0.1,2,0.1
2000-05-26,Morning,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,—,—,X,0.0,4,-4.0
2000-05-26,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,—,—,X,0.0,5,-5.0
2000-05-26,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SE,—,5 (-2)  |  10 (-1),—,0.0,2,-2.0
2000-05-27,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from SE,"Puddles",5 (-2)  |  10 (-1),—,0.79,1,0.79
2000-05-27,Morning,Comfy,20 C⁰,Passing clouds,25%,Light Breezeˡ from S,—,—,X,0.0,5,-5.0
2000-05-27,Day,Warm,25 C⁰,Passing clouds,25%,Light Breezeˡ from S,—,—,X,0.0,9,-9.0
2000-05-27,Evening,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from SW,—,3 (-3)  |  5 (-2),—,0.0,4,-4.0
2000-05-28,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from N,—,3 (-3)  |  5 (-2),—,0.0,1,-1.0
2000-05-28,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from SE,—,—,X,0.0,3,-3.0
2000-05-28,Day,Warm,20 C⁰,Broken clouds,75%,Calmˢ from S,"Puddles",—,X,1.29,6,1.29
2000-05-28,Evening,Mild,15 C⁰,Light rain,75%,Calmˡ,"Light mud",0 (-3 ⃰)  |  5 (-2),—,4.79,2,4.79
2000-05-29,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Light mud",3 (-3)  |  5 (-2),—,1.01,1,1.01
2000-05-29,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Light mud",—,X,0.53000003,1,0.53000003
2000-05-29,Day,Chilly (1),5 C⁰,Light rain,100%,Calmˢ from SW,"Medium mud",—,X,3.68,0,3.68
2000-05-29,Evening,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",3 hexes (-3),—,0.0,0,0.0
2000-05-30,Night,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from SW,"Medium mud",3 hexes (-3),—,0.22999999,0,0.22999999
2000-05-30,Morning,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",—,X,0.29,1,0.29
2000-05-30,Day,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",—,X,0.12,2,0.12
2000-05-30,Evening,Chilly (1),5 C⁰,Passing clouds,25%,Calmˡ,"Medium mud",5 (-2)  |  3 (-3),—,0.0,0,0.0
2000-05-31,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",3 (-3)  |  5 (-2),—,0.0,0,0.0
2000-05-31,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SE,"Medium mud",—,X,0.16,2,0.16
2000-05-31,Day,Chilly (1),5 C⁰,Light rain,100%,Calmˡ,"Medium mud",—,X,4.7,1,4.7
2000-05-31,Evening,Chilly (1),5 C⁰,Light rain,100%,Calmˢ from NW,"Medium mud",0 hex (-3 ⃰),—,2.22,0,2.22
2000-06-01,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from N,"Medium mud",3 (-3)  |  5 (-2),—,0.44,0,0.44
2000-06-01,Morning,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from N,"Medium mud",—,X,0.0,2,-2.0
2000-06-01,Day,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",—,X,0.0,4,-4.0
2000-06-01,Evening,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˡ,"Medium mud",0 (-3 ⃰)  |  3 (-3),—,0.0,1,-1.0
2000-06-02,Night,Chilly (1),0 C⁰,Clear,0%,Calmˢ from S,"Frozen medium mud, frozen shallow",3 hexes (-3),—,0.0,0,-1.0
2000-06-02,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from S,"Light mud",—,X,0.0,4,-3.0
2000-06-02,Day,Comfy,20 C⁰,Overcast,100%,Calmˢ from SW,"Puddles",—,X,0.0,6,-6.0
2000-06-02,Evening,Mild,10 C⁰,Passing clouds,25%,Calmˢ from S,—,3 (-3)  |  0 (-3 ⃰),—,0.0,3,-3.0
2000-06-03,Night,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from S,—,3 (-3)  |  0 (-3 ⃰),—,0.0,1,-1.0
2000-06-03,Morning,Comfy,20 C⁰,Clear,0%,Calmˢ from SW,—,—,X,0.0,5,-5.0
2000-06-03,Day,Warm,20 C⁰,Passing clouds,25%,Calmˢ from NW,—,—,X,0.0,7,-7.0
2000-06-03,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from SE,—,3 hexes (-3),—,0.0,2,-2.0
2000-06-04,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from NE,—,3 hexes (-3),—,0.0,1,-1.0
2000-06-04,Morning,Warm,20 C⁰,Clear,0%,Calmˢ from SE,—,—,X,0.0,6,-6.0
2000-06-04,Day,Warm,25 C⁰,Passing clouds,25%,Calmˢ from SW,—,—,X,0.0,9,-9.0
2000-06-04,Evening,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from SW,—,5 (-2)  |  3 (-3),—,0.0,5,-5.0
2000-06-05,Night,Mild,10 C⁰,Clear,0%,Calmˡ,—,5 hexes (-2),—,0.0,2,-2.0
2000-06-05,Morning,Warm,20 C⁰,Passing clouds,25%,Calmˡ,—,—,X,0.0,5,-5.0
2000-06-05,Day,Warm,25 C⁰,Passing clouds,25%,Calmˢ from NW,—,—,X,0.0,7,-7.0
2000-06-05,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NE,—,3 (-3)  |  5 (-2),—,0.0,4,-4.0
2000-06-06,Night,Mild,15 C⁰,Overcast,100%,Calmˡ,"Light mud",3 hexes (-3),—,3.0,2,3.0
2000-06-06,Morning,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from SW,"Light mud",—,X,0.28,4,0.28
2000-06-06,Day,Comfy,20 C⁰,Moderate rain,75%,Calmˢ from NW,"Medium mud",3 km,X,12.29,4,12.29
2000-06-06,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",3 (-3)  |  5 (-2),—,0.73,2,0.73
2000-06-07,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",3 (-3)  |  5 (-2),—,0.35,1,0.35
2000-06-07,Morning,Chilly (1),10 C⁰,Light rain,100%,Calmˢ from NW,"Medium mud",—,X,2.28,1,2.28
2000-06-07,Day,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Medium mud",—,X,0.0,3,-3.0
2000-06-07,Evening,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Medium mud",3 (-3)  |  5 (-2),—,0.0,1,-1.0
2000-06-08,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NW,"Medium mud",5 (-2)  |  3 (-3),—,0.0,0,0.0
2000-06-08,Morning,Chilly (1),10 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Medium mud",—,X,0.0,2,-2.0
2000-06-08,Day,Mild,15 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Light mud",—,X,0.0,4,-4.0
2000-06-08,Evening,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NW,"Light mud",5 (-2)  |  3 (-3),—,0.0,1,-1.0
2000-06-09,Night,Chilly (1),0 C⁰,Clear,0%,Calmˡ,"Frozen light mud, frozen shallow",5 hexes (-2),—,0.0,0,-1.0
2000-06-09,Morning,Mild,15 C⁰,Clear,0%,Calmˢ from NW,"Light mud",—,X,0.0,4,-3.0
2000-06-09,Day,Mild,15 C⁰,Clear,0%,Calmˡ,—,—,X,0.0,6,-6.0
2000-06-09,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˢ from NE,—,10 hexes (-1),—,0.0,2,-2.0
2000-06-10,Night,Chilly (1),5 C⁰,Clear,0%,Calmˢ from SE,—,10 hexes (-1),—,0.0,1,-1.0
2000-06-10,Morning,Mild,15 C⁰,Clear,0%,Calmˢ from SE,—,—,X,0.0,6,-6.0
2000-06-10,Day,Comfy,20 C⁰,Clear,0%,Calmˢ from SE,—,—,X,0.0,9,-9.0
2000-06-10,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from SE,—,10 hexes (-1),—,0.0,4,-4.0
2000-06-11,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,—,10 hexes (-1),—,0.0,2,-2.0
2000-06-11,Morning,Warm,20 C⁰,Clear,0%,Calmˢ from SE,—,—,X,0.0,7,-7.0
2000-06-11,Day,Warm,25 C⁰,Clear,0%,Calmˢ from S,—,—,X,0.0,11,-11.0
2000-06-11,Evening,Warm,20 C⁰,Clear,0%,Calmˢ from S,—,10 hexes (-1),—,0.0,6,-6.0
2000-06-12,Night,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from SW,—,5 (-2)  |  10 (-1),—,0.0,3,-3.0
2000-06-12,Morning,Comfy,20 C⁰,Scattered clouds,50%,Calmˢ from NW,"Light mud",—,X,3.1100001,5,3.1100001
2000-06-12,Day,Comfy,20 C⁰,Passing clouds,25%,Light Breezeˡ from NW,—,—,X,0.0,6,-6.0
2000-06-12,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,—,5 (-2)  |  10 (-1),—,0.0,3,-3.0
2000-06-13,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˡ,—,5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-06-13,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from SW,—,—,X,0.0,5,-5.0
2000-06-13,Day,Warm,25 C⁰,Clear,0%,Calmˡ,—,—,X,0.0,7,-7.0
2000-06-13,Evening,Comfy,15 C⁰,Clear,0%,Calmˡ,—,10 hexes (-1),—,0.0,4,-4.0
2000-06-14,Night,Mild,15 C⁰,Passing clouds,25%,Calmˢ from SW,—,10 (-1)  |  5 (-2),—,0.0,2,-2.0
2000-06-14,Morning,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from SW,"Puddles",—,X,1.12,5,1.12
2000-06-14,Day,Comfy,20 C⁰,Scattered clouds,50%,Calmˢ from NW,"Puddles",—,X,0.19,6,0.19
2000-06-14,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˢ from S,—,10 (-1)  |  5 (-2),—,0.0,3,-3.0
2000-06-15,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˡ,—,5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-06-15,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Puddles",—,X,0.25,4,0.25
2000-06-15,Day,Mild,15 C⁰,Light rain,100%,Calmˢ from NW,"Light mud",—,X,2.97,2,2.97
2000-06-15,Evening,Chilly (1),10 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Light mud",5 (-2)  |  10 (-1),—,0.52,0,0.52
2000-06-16,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NW,"Light mud",10 (-1)  |  5 (-2),—,0.0,0,0.0
2000-06-16,Morning,Chilly (1),10 C⁰,Light rain,75%,Light Breezeˡ from NW,"Light mud",—,X,0.82,1,0.82
2000-06-16,Day,Chilly (1),10 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Light mud",—,X,0.69000006,2,0.69000006
2000-06-16,Evening,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NW,"Light mud",15 (-1)  |  10 (-1),—,0.0,0,0.0
2000-06-17,Night,Chilly (1),0 C⁰,Scattered clouds,50%,Calmˢ from NW,"Frozen light mud, frozen shallow",10 (-1)  |  15 (-1),—,0.0,0,-1.0
2000-06-17,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Light mud",—,X,0.56,1,1.56
2000-06-17,Day,Chilly (1),10 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Light mud",—,X,0.77,2,0.77
2000-06-17,Evening,Chilly (1),5 C⁰,Clear,0%,Calmˢ from NW,"Light mud",15 hexes (-1),—,0.0,0,0.0
2000-06-18,Night,Chilly (1),0 C⁰,Broken clouds,75%,Calmˢ from NW,"Dusting of snow, frozen light mud, frozen shallow",10 (-1)  |  15 (-1),—,0.14,0,-1.0
2000-06-18,Morning,Chilly (1),10 C⁰,Light rain,75%,Calmˢ from NW,"Light mud",—,X,0.69,1,1.97
2000-06-18,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from N,"Light mud",—,X,0.12,3,0.12
2000-06-18,Evening,Chilly (1),5 C⁰,Passing clouds,25%,Calmˡ,"Light mud",15 (-1)  |  10 (-1),—,0.0,1,-1.0
2000-06-19,Night,Chilly (1),0 C⁰,Scattered clouds,50%,Calmˢ from S,"Frozen light mud, frozen shallow",10 (-1)  |  15 (-1),—,0.0,0,-1.0
2000-06-19,Morning,Mild,15 C⁰,Overcast,100%,Calmˢ from SW,"Light mud",—,X,0.0,3,-2.0
2000-06-19,Day,Mild,15 C⁰,Broken clouds,75%,Calmˡ,—,—,X,0.0,5,-5.0
2000-06-19,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˡ,—,10 hexes (-1),—,0.0,2,-2.0
2000-06-20,Night,Chilly (1),5 C⁰,Clear,0%,Calmˡ,—,10 hexes (-1),—,0.0,0,0.0
2000-06-20,Morning,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from SW,—,—,X,0.0,6,-6.0
2000-06-20,Day,Warm,25 C⁰,Passing clouds,25%,Calmˢ from NW,—,—,X,0.0,9,-9.0
2000-06-20,Evening,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from SW,—,10 (-1)  |  5 (-2),—,0.0,5,-5.0
2000-06-21,Night,Mild,15 C⁰,Passing clouds,25%,Calmˢ from NW,—,10 (-1)  |  5 (-2),—,0.0,3,-3.0
2000-06-21,Morning,Warm,25 C⁰,Clear,0%,Calmˢ from N,—,—,X,0.0,7,-7.0
2000-06-21,Day,Warm,25 C⁰,Passing clouds,25%,Calmˢ from N,—,—,X,0.0,10,-10.0
2000-06-21,Evening,Comfy,20 C⁰,Clear,0%,Calmˡ,—,10 hexes (-1),—,0.0,5,-5.0
2000-06-22,Night,Mild,15 C⁰,Clear,0%,Calmˡ,—,10 hexes (-1),—,0.0,2,-2.0
2000-06-22,Morning,Warm,25 C⁰,Clear,0%,Calmˡ,—,—,X,0.0,9,-9.0
2000-06-22,Day,Warm,30 C⁰,Scattered clouds,50%,Calmˡ,—,—,X,0.0,13,-13.0
2000-06-22,Evening,Warm,20 C⁰,Passing clouds,25%,Calmˡ,—,10 (-1)  |  5 (-2),—,0.0,6,-6.0
2000-06-23,Night,Mild,15 C⁰,Passing clouds,25%,Calmˢ from NW,—,10 (-1)  |  5 (-2),—,0.0,3,-3.0
2000-06-23,Morning,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from N,"Puddles",—,X,0.15,5,0.15
2000-06-23,Day,Comfy,20 C⁰,Light rain,50%,Light Breezeˡ from NW,"Light mud",—,X,3.27,5,3.27
2000-06-23,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˢ from NW,"Light mud",5 (-2)  |  10 (-1),—,2.31,2,2.31
2000-06-24,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Light mud",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-06-24,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˡ,"Puddles",—,X,0.0,3,-3.0
2000-06-24,Day,Comfy,15 C⁰,Overcast,100%,Calmˡ,—,—,X,0.0,5,-5.0
2000-06-24,Evening,Mild,15 C⁰,Light rain,100%,Calmˡ,"Puddles",3 hexes (-3),—,1.47,2,1.47
2000-06-25,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from NW,"Puddles",5 (-2)  |  10 (-1),—,0.0,1,-1.0
2000-06-25,Morning,Mild,10 C⁰,Overcast,100%,Calmˢ from NW,—,—,X,0.0,2,-2.0
2000-06-25,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from NW,—,—,X,0.0,4,-4.0
2000-06-25,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Puddles",5 hexes (-2),—,0.26,2,0.26
2000-06-26,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Puddles",5 (-2)  |  10 (-1),—,0.65000004,0,0.65000004
2000-06-26,Morning,Chilly (1),10 C⁰,Passing clouds,25%,Light Breezeˡ from NW,—,—,X,0.0,2,-2.0
2000-06-26,Day,Chilly (1),10 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,—,—,X,0.0,3,-3.0
2000-06-26,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,—,3 (-3)  |  5 (-2),—,0.0,1,-1.0
2000-06-27,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SW,—,3 (-3)  |  5 (-2),—,0.0,0,0.0
2000-06-27,Morning,Chilly (1),10 C⁰,Scattered clouds,50%,Light Breezeˡ from SW,—,—,X,0.0,2,-2.0
2000-06-27,Day,Chilly (1),10 C⁰,Overcast,100%,Light Breezeˡ from NW,—,—,X,0.0,2,-2.0
2000-06-27,Evening,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from NW,"Puddles",3 hexes (-3),—,0.11,1,0.11
2000-06-28,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from SW,"Puddles",3 (-3)  |  5 (-2),—,0.11,0,0.11
2000-06-28,Morning,Chilly (1),10 C⁰,Light rain,75%,Calmˢ from SW,"Puddles",—,X,0.67,2,0.67
2000-06-28,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Puddles",—,X,0.77,2,0.77
2000-06-28,Evening,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SW,"Puddles",3 (-3)  |  5 (-2),—,0.0,0,0.0
2000-06-29,Night,Chilly (1),5 C⁰,Clear,0%,Calmˢ from SW,"Puddles",5 hexes (-2),—,0.0,0,0.0
2000-06-29,Morning,Chilly (1),10 C⁰,Light rain,50%,Calmˢ from SW,"Puddles",—,X,0.83,2,0.83
2000-06-29,Day,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Light mud",—,X,0.76,2,0.76
2000-06-29,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Light mud",3 (-3)  |  5 (-2),—,0.11,1,0.11
2000-06-30,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from SW,"Light mud",3 (-3)  |  5 (-2),—,0.0,0,0.0
2000-06-30,Morning,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Puddles",—,X,0.0,1,-1.0
2000-06-30,Day,Chilly (1),10 C⁰,Light rain,75%,Calmˢ from SW,"Light mud",—,X,1.39,2,1.39
2000-06-30,Evening,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from SW,"Light mud",0 hex (-3 ⃰),—,0.15,0,0.15
2000-07-01,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from S,"Light mud",0 (-3 ⃰)  |  3 (-3),—,0.0,0,0.0
2000-07-01,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Light mud",—,X,1.38,1,1.38
2000-07-01,Day,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Light mud",—,X,0.53,3,0.53
2000-07-01,Evening,Chilly (1),10 C⁰,Broken clouds,75%,Calmˡ,"Light mud",0 (-3 ⃰)  |  3 (-3),—,0.0,1,-1.0
2000-07-02,Night,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from SW,"Light mud",0 hex (-3 ⃰),—,0.75,0,0.75
2000-07-02,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NW,"Light mud",—,X,0.78000003,1,0.78000003
2000-07-02,Day,Mild,15 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Puddles",—,X,0.0,4,-4.0
2000-07-02,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˢ from NW,"Puddles",3 hexes (-3),—,0.0,1,-1.0
2000-07-03,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˡ,"Puddles",0 (-3 ⃰)  |  3 (-3),—,0.0,0,0.0
